name,station,time,id,nedbor
Oslo - Blindern,SN18700,09.05.2011,493,0
Oslo - Blindern,SN18700,10.05.2011,494,0
Oslo - Blindern,SN18700,11.05.2011,495,0
Oslo - Blindern,SN18700,12.05.2011,496,"3,7"
Oslo - Blindern,SN18700,13.05.2011,497,0
Oslo - Blindern,SN18700,14.05.2011,498,0
Oslo - Blindern,SN18700,15.05.2011,499,"17,3"
Oslo - Blindern,SN18700,16.05.2011,500,"11,5"
Oslo - Blindern,SN18700,17.05.2011,501,0
Oslo - Blindern,SN18700,18.05.2011,502,"1,7"
Oslo - Blindern,SN18700,19.05.2011,503,"13,1"
Oslo - Blindern,SN18700,20.05.2011,504,0
